latitude,longitude,site_name,marine_animal,scientific_name,month,hour_of_day,is_day,is_peak_sun_hours,wave_height,wave_direction,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,sea_level_height_msl,uv_index_max,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,wind_speed_120m,wind_direction_120m,pressure_msl,surface_pressure,typical_depth,animal_probability,best_months,weather_condition,notes,safety_score,verdict,recommended_suit,recommended_spf
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,10,10,1,1,1.62,329,24.7,0.56,184,0.06,6.0,26.0,48,11,8.0,6.4,160,1013.1,1011.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,64,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,6,1,0,1.98,192,19.3,0.79,330,0.38,2.7,21.1,42,54,2.6,1.4,38,1014.7,1010.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,53,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,10,1,1,2.94,206,21.5,0.75,351,0.05,4.3,21.9,48,57,2.4,8.5,85,1008.9,1000.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,41,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,7,1,0,2.21,206,25.5,0.81,149,-0.28,5.6,26.6,78,67,0.9,6.5,169,1011.1,1002.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,51,Unsafe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,7,1,0,2.51,273,23.0,0.63,51,-0.38,4.0,25.7,77,77,1.5,9.3,247,1007.3,1010.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,50,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,9,1,0,2.41,333,19.7,0.06,205,0.06,4.9,22.6,87,3,3.5,12.7,127,1015.6,1010.8,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,62,Safe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,13,1,1,1.95,11,22.6,1.37,219,-0.47,8.8,23.4,72,12,6.2,3.4,191,1007.7,1008.0,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,33,Unsafe,5mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,10,17,1,0,2.04,227,24.8,0.93,311,-0.3,4.8,26.0,73,40,5.4,1.9,310,1016.2,1014.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,51,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,5,8,1,0,1.54,63,21.5,0.19,306,0.01,4.1,24.4,84,52,6.9,8.9,188,1013.9,1015.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,73,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,9,1,0,0.96,311,16.9,0.81,140,-0.25,4.2,17.2,50,59,5.5,11.0,212,1020.5,1012.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,63,Safe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,7,6,1,0,0.91,85,26.9,0.64,74,0.03,5.6,29.3,63,66,1.2,13.3,64,1005.0,1011.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,74,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,17,1,0,0.5,95,20.9,0.05,249,0.21,3.4,22.3,59,28,5.7,13.6,44,1015.1,1005.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,92,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,9,1,0,1.58,318,26.9,0.83,336,-0.47,3.9,28.3,51,29,7.6,6.0,34,1005.1,1008.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,60,Safe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,8,13,1,1,2.53,155,26.2,1.08,267,-0.3,9.0,29.1,88,73,1.5,8.6,39,1020.8,1003.8,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,30,Unsafe,3mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,14,1,1,2.05,101,20.8,1.33,267,0.39,5.5,22.5,41,16,4.2,9.4,359,1008.6,1004.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,43,Unsafe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,17,1,0,3.07,179,26.4,0.22,22,0.4,5.5,26.7,80,75,2.7,3.8,62,1022.0,1012.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,50,Unsafe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,8,16,1,0,2.38,122,25.1,0.23,9,0.34,6.8,26.4,77,23,4.1,3.1,176,1022.8,1006.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,60,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,13,1,1,2.32,9,20.8,0.31,165,0.05,8.2,22.8,42,72,2.2,4.0,213,1009.3,1009.0,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,49,Unsafe,5mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,9,1,0,0.95,335,27.0,1.02,143,-0.13,5.5,27.6,76,80,7.0,8.6,276,1015.7,1000.2,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,65,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,18,1,0,1.17,241,26.2,0.52,92,-0.04,6.0,28.4,62,9,6.2,6.3,34,1006.0,1005.5,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,72,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,12,1,1,0.27,141,21.4,0.75,154,0.33,5.7,24.4,56,49,0.7,4.9,97,1010.2,1013.5,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,81,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,16,1,0,1.23,320,22.7,1.01,311,0.41,2.0,23.1,85,9,5.5,13.1,269,1011.3,1012.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,61,Safe,5mm wetsuit,SPF 15
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,17,1,0,3.08,125,22.1,0.73,239,-0.37,4.1,22.3,47,21,0.6,11.1,62,1005.7,1012.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,39,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,11,1,1,0.62,180,19.9,0.13,206,-0.16,8.9,22.8,47,79,1.4,4.3,203,1019.4,1000.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,78,Safe,semi-dry suit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,8,1,0,0.26,286,20.2,0.15,132,-0.48,5.3,22.5,77,61,1.9,4.7,6,1009.3,1003.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,93,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,14,1,1,1.95,43,21.8,0.46,93,-0.42,5.1,23.2,50,24,0.6,2.5,351,1010.8,1004.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,62,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,7,1,0,2.62,341,18.1,0.99,145,0.2,5.5,20.0,52,52,6.4,12.6,281,1023.6,1003.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,37,Unsafe,semi-dry suit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,12,1,1,2.62,105,26.5,1.39,279,0.44,8.3,27.8,67,50,5.2,2.3,302,1015.9,1006.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,23,Unsafe,3mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,10,1,1,1.06,156,23.1,0.66,253,-0.11,4.4,23.1,42,68,0.4,1.2,284,1006.3,1006.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,71,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,17,1,0,1.33,81,27.4,0.75,80,-0.49,2.3,28.4,71,40,2.6,10.0,158,1020.4,1015.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,65,Safe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,10,7,1,0,0.31,59,23.1,0.21,123,-0.22,2.9,24.3,62,35,4.9,6.6,275,1021.0,1001.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,91,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,18,1,0,2.56,147,20.7,1.27,289,0.5,3.0,23.4,45,59,3.7,3.9,33,1007.6,1007.0,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,36,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,6,1,0,0.44,239,29.6,0.62,285,-0.03,5.4,31.3,62,10,7.9,11.3,231,1015.1,1006.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,81,Safe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,8,17,1,0,1.69,143,29.3,0.96,321,-0.16,6.3,32.0,84,30,5.8,3.0,284,1015.9,1012.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,55,Unsafe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,5,11,1,1,2.06,139,26.9,1.11,35,0.07,5.0,28.5,86,28,0.6,7.4,20,1016.7,1010.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,47,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,9,1,0,1.88,117,20.0,0.8,353,-0.38,4.5,20.5,51,63,6.5,11.0,36,1009.6,1017.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,56,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,8,1,0,2.93,80,28.9,1.03,321,0.0,3.6,30.6,57,39,2.0,3.8,77,1007.3,1008.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,35,Unsafe,light wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,17,1,0,1.5,136,22.6,0.41,266,-0.25,5.3,25.5,63,44,1.9,2.8,307,1014.1,1002.2,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,69,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,7,1,0,1.82,272,19.6,0.47,214,-0.38,3.6,20.7,60,35,6.6,3.8,133,1008.7,1008.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,63,Safe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,16,1,0,3.11,139,24.5,0.39,63,-0.37,5.3,25.7,60,54,0.3,12.2,201,1010.4,1002.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,46,Unsafe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,11,1,1,3.01,88,18.8,0.69,246,-0.36,3.5,19.9,68,22,3.5,2.8,38,1019.0,1004.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,39,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,10,7,1,0,2.77,151,21.2,0.16,93,-0.22,2.5,23.5,63,25,4.4,12.5,21,1017.1,1016.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,55,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,18,1,0,2.6,301,25.6,0.88,48,0.25,2.7,25.7,79,73,4.2,6.7,45,1021.5,1003.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,43,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,6,1,0,2.76,345,24.5,1.0,329,-0.1,3.1,27.2,71,19,3.5,12.1,320,1005.4,1011.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,39,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,10,1,1,3.01,295,23.3,0.34,60,-0.11,5.1,23.7,58,43,6.3,5.6,73,1016.0,1006.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,48,Unsafe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,8,1,0,1.25,54,21.6,0.29,93,-0.18,5.4,23.7,75,65,2.7,8.4,154,1021.7,1013.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,75,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,9,1,0,2.2,246,27.0,1.21,151,-0.24,4.6,27.4,65,41,1.2,1.7,109,1008.2,1011.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,43,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,5,14,1,1,0.83,265,24.0,0.4,240,0.03,6.1,25.1,70,7,1.4,13.9,61,1005.4,1015.2,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,80,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,10,1,1,2.05,26,24.9,1.22,60,0.06,6.0,25.8,82,17,5.3,9.7,295,1017.5,1016.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,45,Unsafe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,13,1,1,2.33,173,22.9,0.66,197,0.05,6.4,25.0,43,1,5.1,3.3,306,1017.1,1012.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,52,Unsafe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,6,1,0,2.23,150,16.1,1.35,30,-0.47,3.1,17.2,49,54,8.0,13.4,168,1008.3,1017.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,32,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,10,1,1,2.66,195,28.8,0.63,338,0.36,7.5,30.8,54,65,3.8,9.0,341,1019.7,1007.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,47,Unsafe,light wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,7,1,0,2.34,153,23.8,1.09,217,-0.32,3.0,25.2,59,9,2.6,11.3,327,1014.4,1009.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,43,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,10,13,1,1,1.85,58,22.8,0.94,120,0.48,4.9,23.3,70,4,7.3,9.5,191,1022.3,1015.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,53,Unsafe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,15,1,1,1.25,274,20.4,0.13,147,-0.34,3.6,20.9,54,54,0.1,3.1,105,1008.9,1004.0,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,79,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,4,13,1,1,0.89,329,21.2,0.09,114,0.36,7.7,22.5,48,19,1.9,4.2,345,1017.6,1011.8,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,85,Safe,5mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,14,1,1,2.08,112,25.3,0.32,155,0.14,9.9,26.7,73,20,6.7,6.9,237,1011.5,1007.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,52,Unsafe,3mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,5,12,1,1,0.88,344,27.6,1.26,143,-0.42,5.4,29.8,90,8,2.9,6.8,216,1012.8,1016.7,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,62,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,13,1,1,1.15,212,28.4,0.63,291,0.22,6.6,29.5,90,5,5.9,12.2,128,1016.2,1007.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,70,Safe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,14,1,1,0.9,207,24.2,1.4,240,-0.31,8.9,27.0,67,31,4.2,7.6,302,1022.3,1011.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,48,Unsafe,3mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,17,1,0,0.46,61,18.4,0.32,153,0.45,3.6,19.2,89,16,0.0,2.0,318,1022.5,1017.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,83,Safe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,12,1,1,2.78,316,16.4,0.56,155,-0.48,4.3,17.8,86,55,5.7,12.1,170,1007.4,1014.2,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,40,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,7,6,1,0,2.19,237,30.6,1.29,15,-0.18,4.6,31.7,48,64,4.8,9.6,176,1018.7,1004.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,41,Unsafe,light wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,8,1,0,0.99,223,16.2,1.26,254,-0.01,3.1,16.8,54,78,2.9,11.0,45,1011.3,1004.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,52,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,9,1,0,0.36,249,30.7,1.2,21,-0.37,6.3,30.9,59,51,6.1,2.5,316,1016.7,1008.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,71,Safe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,1,14,1,1,2.8,286,17.4,0.37,322,0.18,6.1,18.1,43,73,1.2,5.2,242,1017.0,1015.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,45,Unsafe,semi-dry suit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,9,9,1,0,1.37,325,21.2,0.48,318,0.46,4.7,24.2,55,76,1.2,7.9,338,1013.1,1000.5,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,70,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,8,1,0,2.72,107,27.7,1.15,33,0.28,4.5,29.4,40,73,1.2,8.9,30,1016.4,1007.0,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,36,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,5,6,1,0,1.63,261,26.5,1.21,137,0.03,3.7,29.5,61,29,3.7,5.8,301,1011.4,1013.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,51,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,10,1,1,1.04,271,25.6,1.04,282,0.25,5.2,27.7,89,15,7.5,7.0,212,1008.7,1010.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,64,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,14,1,1,1.3,58,26.4,0.2,255,-0.08,6.2,28.1,82,62,0.5,12.9,102,1018.0,1006.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,76,Safe,3mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,12,11,1,1,2.76,52,19.9,0.72,117,-0.17,8.9,20.0,64,15,0.8,6.1,244,1012.6,1010.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,34,Unsafe,semi-dry suit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,16,1,0,0.22,129,20.4,0.17,340,-0.26,3.9,21.4,90,47,4.6,13.6,267,1019.8,1003.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,93,Safe,5mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,2,7,1,0,2.94,291,16.5,0.56,3,0.4,4.0,19.2,55,9,0.8,1.4,354,1023.9,1002.9,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,38,Unsafe,semi-dry suit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,8,11,1,1,1.0,92,30.1,0.9,23,0.07,6.5,32.7,61,47,2.9,12.7,31,1006.9,1005.3,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,67,Safe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,11,13,1,1,1.22,258,21.6,0.58,292,-0.14,8.2,24.3,46,18,6.8,4.1,56,1018.0,1004.8,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,60,Safe,5mm wetsuit,SPF 50+
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,9,1,0,3.06,348,27.3,0.51,164,-0.13,4.4,27.7,58,53,4.1,3.2,218,1020.7,1012.4,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,44,Unsafe,3mm wetsuit,SPF 30
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,3,12,1,1,1.15,330,22.5,0.49,218,0.38,5.5,25.0,85,52,5.3,12.2,292,1018.3,1009.1,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,73,Safe,5mm wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,6,11,1,1,1.16,270,28.2,0.89,102,0.42,6.9,28.7,43,58,5.3,3.0,171,1020.5,1003.8,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,65,Safe,light wetsuit,SPF 50
7.13361,134.22028,Blue Corner,Grey reef shark,Carcharhinus amblyrhynchos,7,12,1,1,1.0,259,29.5,1.16,344,0.03,5.4,29.6,43,55,5.7,9.3,34,1013.4,1003.6,10-30,85,Year-round,Sunny: good. Overcast: good. Rain: good.,Strong currents. Reef hook often used.,62,Safe,light wetsuit,SPF 50
